402.943817,-145.907486,3564.997314
473.005890,-245.165085,3561.422119
334.095398,-243.825607,3563.143799
400.215118,-21.110273,3526.630127
513.784241,-652.398315,3558.944824
290.877930,-661.822144,3553.204102
409.031586,132.828476,3530.690430
495.694397,-1095.758179,3511.875732
310.740784,-1106.579590,3507.342041
409.535278,194.769623,3554.645508
526.690918,-1156.179688,3644.759766
277.489380,-1159.882202,3645.153809
405.595245,430.978699,3518.896973
498.313599,330.252533,3522.533447
316.169800,325.899017,3518.518799
413.235077,501.862885,3574.021973
601.941895,359.672913,3510.295410
205.242218,359.151154,3510.035400
886.898560,344.402618,3480.557861
-73.405357,344.717010,3484.424072
1165.781982,354.247467,3478.329346
-356.329346,351.592377,3475.570801
1260.599854,348.322479,3459.903564
-451.612610,347.105408,3464.962402
