427.908902,-524.246408,3309.823602
614.759028,-371.690126,3471.818477
204.592726,-373.854842,3494.770313
882.966418,-380.874393,3504.979212
-72.939612,-382.300617,3485.783697
1162.901045,-390.206838,3488.762566
-365.534914,-393.966710,3490.570088
1255.611237,-408.872669,3508.158544
-459.834980,-401.922567,3501.213154
518.539907,257.047136,3516.770437
310.155699,249.842907,3463.630839
485.098360,695.118326,3594.246357
316.724729,683.911801,3544.054664
453.737999,1120.865506,3686.665567
336.289945,1108.373545,3625.135644
432.024252,1176.973127,3712.997751
356.363914,1180.620438,3695.203454
410.351512,-372.768928,3483.256682
413.554370,253.417477,3489.999402
