1808.635254,498.549040,0.999964
1814.007053,473.504734,0.999827
1819.521847,473.554945,0.999860
1824.690399,473.854280,0.999871
1797.671413,473.282647,0.999888
1791.281147,473.022516,0.999921
1783.884087,472.802215,0.999910
1823.228531,483.571064,0.999878
1762.615757,481.301288,0.999743
1813.517475,520.501365,0.999873
1795.911541,520.823101,0.999855
1911.892662,611.357505,0.999975
1655.775433,611.255731,0.999887
2073.621368,607.990184,0.995100
1484.061871,601.757991,0.992794
2249.532909,598.485637,0.996372
1302.995510,595.361164,0.988010
2302.648373,584.582804,0.990960
1245.486546,589.252519,0.969727
2307.006340,573.567969,0.993107
1241.390963,577.906389,0.974921
2286.230679,579.390605,0.993106
1263.042011,586.470929,0.976165
1847.882538,998.786906,0.999954
1722.767830,1000.571616,0.999937
1820.909042,1255.766273,0.977592
1722.380562,1252.296985,0.959182
1795.218372,1496.302325,0.986604
1729.725780,1499.453448,0.975550
1780.696163,1526.256441,0.942223
1737.663746,1531.575519,0.870226
1812.013378,1580.764775,0.987905
1719.137363,1588.785685,0.972634
