--- JOINT COORDINATES ---
Joint,Left X,Left Y,Left Z,Right X,Right Y,Right Z
Lankle,613.9344059226377,-723.3671369786947,-3493.0500096632263,613.9344059226377,-723.3671369786947,-3493.0500096632263
Lear,683.1519391595075,757.7146174625552,-3053.340508380294,683.1519391595075,757.7146174625552,-3053.340508380294
Lelbow,1049.5943753750787,597.6937724763233,-3205.078946644525,1049.5943753750787,597.6937724763233,-3205.078946644525
Leye,658.3754338558628,755.2235864474229,-3006.223171994455,658.3754338558628,755.2235864474229,-3006.223171994455
Leye_inner,648.4273627664517,752.1905424292202,-2996.7469004085356,648.4273627664517,752.1905424292202,-2996.7469004085356
Leye_outer,668.9941806938119,757.698614562416,-3015.6486339440958,668.9941806938119,757.698614562416,-3015.6486339440958
Lfoot,646.3870282846842,-805.2390028677264,-3373.8788658506924,646.3870282846842,-805.2390028677264,-3373.8788658506924
Lheel,599.5531645061243,-770.473330298704,-3501.5817721021826,599.5531645061243,-770.473330298704,-3501.5817721021826
Lhip,701.6883341194881,53.00747752542329,-3215.169923504936,701.6883341194881,53.00747752542329,-3215.169923504936
Lindex,1370.5539979571392,640.1924236632391,-3272.5070856057323,1370.5539979571392,640.1924236632391,-3272.5070856057323
Lknee,650.9108390638539,-345.2586416389968,-3375.0198603338567,650.9108390638539,-345.2586416389968,-3375.0198603338567
Lmouth,653.8962067618702,694.3227853179706,-3020.5649810060268,653.8962067618702,694.3227853179706,-3020.5649810060268
Lpinky,1369.6341976062092,630.814750998438,-3309.0039989578995,1369.6341976062092,630.814750998438,-3309.0039989578995
Lshoulder,798.7215560699358,598.8112907422446,-3165.3917443127298,798.7215560699358,598.8112907422446,-3165.3917443127298
Lthumb,1340.8893318477233,632.2912394047652,-3255.128561835606,1340.8893318477233,632.2912394047652,-3255.128561835606
Lwrist,1287.116519183758,616.9851782703736,-3268.9967689671253,1287.116519183758,616.9851782703736,-3268.9967689671253
Rankle,524.9027115629692,-708.1533743920072,-3409.701421125614,524.9027115629692,-708.1533743920072,-3409.701421125614
Rear,590.9921698453838,745.2336154862941,-3012.8616675043095,590.9921698453838,745.2336154862941,-3012.8616675043095
Relbow,184.88393446886622,600.0225462185197,-3133.5887494544513,184.88393446886622,600.0225462185197,-3133.5887494544513
Reye,615.4800673504927,745.2621313355767,-2979.935600605381,615.4800673504927,745.2621313355767,-2979.935600605381
Reye_inner,623.3223540047879,746.4062427117702,-2982.0294684745973,623.3223540047879,746.4062427117702,-2982.0294684745973
Reye_outer,607.9396385695276,743.6405853047522,-2977.4394698682454,607.9396385695276,743.6405853047522,-2977.4394698682454
Rfoot,497.9999819855574,-813.4947065177545,-3343.504963657071,497.9999819855574,-813.4947065177545,-3343.504963657071
Rheel,533.4923065679513,-767.0791662072095,-3456.4759728871754,533.4923065679513,-767.0791662072095,-3456.4759728871754
Rhip,513.8157382665408,48.332839110172245,-3150.097510201273,513.8157382665408,48.332839110172245,-3150.097510201273
Rindex,-174.3384160871894,650.1477700650759,-3166.9218695738823,-174.3384160871894,650.1477700650759,-3166.9218695738823
Rknee,508.16397529710235,-335.66693904098383,-3287.9128697638384,508.16397529710235,-335.66693904098383,-3287.9128697638384
Rmouth,622.4643267683813,685.493581117115,-2990.8921425656704,622.4643267683813,685.493581117115,-2990.8921425656704
Rpinky,-165.538688731531,634.4704719691381,-3153.9029571306974,-165.538688731531,634.4704719691381,-3153.9029571306974
Rshoulder,450.18972453548207,593.3585915645222,-3077.307363139891,450.18972453548207,593.3585915645222,-3077.307363139891
Rthumb,-144.15109159382314,642.7412344329575,-3148.8903371537845,-144.15109159382314,642.7412344329575,-3148.8903371537845
Rwrist,-88.86616004723231,631.001186769829,-3164.406157024769,-88.86616004723231,631.001186769829,-3164.406157024769
nose,634.3938165361233,713.6027170936711,-2982.007147050862,634.3938165361233,713.6027170936711,-2982.007147050862
"
--- SEGMENT LENGTHS ---"
Limb/Segment,Left Length,Right Length,Difference
Shoulder Width,35.95316783368128,35.95316783368128,0.0
Hip Width,19.88778104515457,19.88778104515457,0.0
Torso Length,54.91011239981157,54.91011239981157,0.0
L Humerus,25.39950675546878,25.39950675546878,0.0
R Humerus,27.12916603583504,27.12916603583504,0.0
L Radius,24.672741061228923,24.672741061228923,0.0
R Radius,27.721562551078392,27.721562551078392,0.0
L Femur,43.21414791276382,43.21414791276382,0.0
R Femur,40.80206433210935,40.80206433210935,0.0
L Tibia,39.78245932651859,39.78245932651859,0.0
R Tibia,39.22483665422843,39.22483665422843,0.0
L Ankle to Heel,4.99860432930724,4.99860432930724,0.0
R Ankle to Heel,7.572244565446333,7.572244565446333,0.0
L Heel to Toe,14.039264599929027,14.039264599929027,0.0
R Heel to Toe,12.718709216367067,12.718709216367067,0.0
L Hand Length,8.667589875903458,8.667589875903458,0.0
R Hand Length,8.76266341592074,8.76266341592074,0.0
"
--- JOINT ANGLES ---"
Name,Left Angle,Right Angle,Difference
L Shoulder,58.3005114221716,58.3005114221716,0
R Shoulder,58.90847821871576,58.90847821871576,0
L Elbow,172.30359233405858,172.30359233405858,0
R Elbow,172.53208087185916,172.53208087185916,0
L Hip,163.19871362305796,163.19871362305796,0
R Hip,165.8097140418035,165.8097140418035,0
L Knee,175.27592627309025,175.27592627309025,0
R Knee,176.37058878784526,176.37058878784526,0
L Ankle,166.6712619960854,166.6712619960854,0
R Ankle,159.3266379403104,159.3266379403104,0
"
--- PARAMETERS ---"
Human Height Calculated,168.0
RMS Left-Right Keypoints,551.7549976303951
Distance Between Cameras,1263.2525325503527
Angle Between Cameras (deg),-178.9755894827137
Human Height Provided,168.0
